id,title,complaint,complaintType,category,subcategory,estimatedResolutionTime,status,urgencyLevel,priorityLevel,isAnonymous,economicImpact,socialImpact,emotion,estimated,ResolutionTime,relatedPolicies,timestamp,lastUpdatedDate,submissionDate,currentLevel,escalationHistory,assignedAuthorities,resolutionPath,environmentalImpact,userId,departmentId,locationId
cm725gpio014su6o48y73tsmj,Education Issue in Moradabad,"स्कूलों में शिक्षकों की बहुत कमी है और जो शिक्षक हैं, उनका बच्चों के प्रति कोई ध्यान नहीं है।",Education,Education,School Curriculum,29,In Progress,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:53:16.464,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gphu014qu6o41gy3c3hs,cm725dg9j0007u6h4tzh2udh2,cm725gpic014ru6o4heyag7op
cm725gpmq014uu6o4g1iwqz8g,Water Supply Issue in Meerut,पानी की सप्लाई कई बार नहीं आती। पानी का दबाव भी बहुत कम रहता है।,Water Supply,Utilities,Water Distribution,27,Closed,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:53:16.61,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725eu6h001cu6o4vigm0y34,cm725dgaz0008u6h4o1r9mtq7,cm725gpmg014tu6o4z9d9mox0
cm725gpq9014wu6o4uwspmjvo,Electricity Issue in Bijnor,बिजली की कटौती से हम सभी परेशान हो गए हैं। कई बार दिनभर बिजली चली जाती है।,Electricity,Utilities,Power Distribution,22,Closed,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:53:16.738,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725f2tt007qu6o4bez55hkl,cm725dgc70009u6h4pqcjyeb5,cm725gpq0014vu6o45y3iuqdt
cm725gpub014yu6o4ipaqerrv,Garbage Issue in Kanpur,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारियों का कोई ध्यान नहीं है।,Garbage,Sanitation,Garbage Collection,30,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:53:16.883,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725euhj001lu6o47cg3cj43,cm725dgdh000au6h4fagm9twc,cm725gptd014xu6o4bboqu6h3
cm725gpy00150u6o45pxmadh9,Roads Issue in Ghaziabad,सड़कों पर गड्ढे और टूटी-फूटी सड़कें बहुत बढ़ गई हैं। यह दुर्घटनाओं का कारण बन रही हैं।,Roads,Infrastructure,Road Maintenance,22,In Progress,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Irritation,,,UP Road Maintenance Act 2017,2025-02-12 16:53:17.016,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725g11700p3u6o4fjyyfwrg,cm725dg3k0003u6h4e8f3kb9h,cm725gpxj014zu6o4h2sc4wmu
cm725gq0w0152u6o4hgy8dqii,Public Transport Issue in Varanasi,बसों की कमी है। लंबा इंतजार करने के बाद भी बस नहीं आती।,Public Transport,Transportation,Bus Services,7,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Frustration,,,UP Public Transport Act 2018,2025-02-12 16:53:17.12,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725g16600p6u6o44jkzah84,cm725dggi000cu6h4gbmwutvf,cm725gq0l0151u6o4jj5ijvdg
cm725gq4u0154u6o4c18zg8v8,Health Services Issue in Bareilly,सरकारी अस्पतालों में डॉक्टरों की कमी है और मरीजों को ठीक से इलाज नहीं मिल पाता।,Health Services,Healthcare,Public Health,29,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:53:17.262,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725eya10055u6o49m2dosn8,cm725dg6o0005u6h4jkjbkawz,cm725gq4k0153u6o4h2suwaqr
cm725gq7k0156u6o440apar03,Police & Law Issue in Gorakhpur,पुलिस का रवैया बहुत ही खराब है। कोई भी शिकायत सुनी नहीं जाती।,Police & Law,Law Enforcement,Crime Control,12,Closed,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:53:17.36,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725et130009u6o45e2rnkk7,cm725dg830006u6h44jyrjmcn,cm725gq790155u6o4xopet0f3
cm725gqd10158u6o4uxunxlj3,Education Issue in Saharanpur,स्कूलों में पढ़ाई का स्तर बहुत खराब है। शिक्षक बच्चों को ठीक से पढ़ाने के बजाय अपनी छुट्टियां लेते रहते हैं।,Education,Education,School Curriculum,23,In Progress,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:53:17.557,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f38o0082u6o47edcxgkg,cm725dg9j0007u6h4tzh2udh2,cm725gqbs0157u6o4y8n9llwi
cm725gqgw015au6o4ec5626or,Water Supply Issue in Muzaffarnagar,"पानी की सप्लाई बहुत अस्थिर रहती है। कभी बहुत कम पानी आता है, तो कभी बिल्कुल नहीं आता।",Water Supply,Utilities,Water Distribution,4,Open,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:53:17.696,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725eu6h001cu6o4vigm0y34,cm725dgaz0008u6h4o1r9mtq7,cm725gqgk0159u6o4oqat8xxw
cm725gql9015cu6o4yk7knqxn,Electricity Issue in Aligarh,बिजली की समस्याएं और बढ़ रही हैं। गर्मी में बिजली के बिना रहना बहुत कठिन हो जाता है।,Electricity,Utilities,Power Distribution,25,In Progress,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:53:17.853,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725g1og00phu6o4zh6rk7qg,cm725dgc70009u6h4pqcjyeb5,cm725gqjy015bu6o4xpg7o8l0
cm725gqp1015eu6o46ips5h3a,Garbage Issue in Lucknow,कूड़ा उठाने वाली गाड़ी कभी भी समय पर नहीं आती। कूड़ा सड़कों पर पड़ा रहता है।,Garbage,Sanitation,Garbage Collection,8,In Progress,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:53:17.989,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725evj6002lu6o49iwg8kf9,cm725dgdh000au6h4fagm9twc,cm725gqoq015du6o4uowmajkj
cm725gqst015gu6o4xricxihb,Roads Issue in Agra,सड़कें खस्ता हालत में हैं। गड्ढों के कारण गाड़ी चलाना मुश्किल हो गया है।,Roads,Infrastructure,Road Maintenance,15,In Progress,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Irritation,,,UP Road Maintenance Act 2017,2025-02-12 16:53:18.125,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725evg6002iu6o4g8m3pf7v,cm725dg3k0003u6h4e8f3kb9h,cm725gqsh015fu6o4kx0bqhpl
cm725gqvr015iu6o48z5ctl7n,Public Transport Issue in Jhansi,बसों की हालत बहुत खराब हो गई है। सीटें भी बहुत गंदी रहती हैं।,Public Transport,Transportation,Bus Services,9,Closed,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Frustration,,,UP Public Transport Act 2018,2025-02-12 16:53:18.231,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725espe0000u6o40tsgshuf,cm725dggi000cu6h4gbmwutvf,cm725gqvf015hu6o42nealoxk
cm725gqze015ku6o4kczonm4z,Health Services Issue in Moradabad,सरकारी अस्पतालों में दवाइयों की कमी और डॉक्टरों की अनुपस्थिति से मरीजों को बहुत तकलीफ होती है।,Health Services,Healthcare,Public Health,24,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:53:18.362,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725g0lu00oyu6o4is4wx4t9,cm725dg6o0005u6h4jkjbkawz,cm725gqz3015ju6o4oy3u52t1
cm725gr3n015mu6o40rwiuv1c,Police & Law Issue in Meerut,पुलिस अपराधियों के खिलाफ कार्रवाई नहीं करती। स्थिति और भी बिगड़ रही है।,Police & Law,Law Enforcement,Crime Control,11,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:53:18.515,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725et130009u6o45e2rnkk7,cm725dg830006u6h44jyrjmcn,cm725gr2m015lu6o4u7o6adl4
cm725gr7x015ou6o4i9cfqvsy,Education Issue in Gorakhpur,"स्कूलों में बच्चों को सही शिक्षा नहीं मिल रही। बहुत सी चीजें जो जीवन के लिए जरूरी हैं, वो भी नहीं सिखाई जातीं।",Education,Education,School Curriculum,29,In Progress,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:53:18.669,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f76900aku6o4l8t44bnc,cm725dg9j0007u6h4tzh2udh2,cm725gr7n015nu6o47wyhv2nv
cm725grad015qu6o4po9afz0p,Water Supply Issue in Mathura,पानी की सप्लाई बहुत अस्थिर हो गई है। कई बार पूरे दिन पानी नहीं आता।,Water Supply,Utilities,Water Distribution,11,Open,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:53:18.757,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725g2qr00pwu6o4s19pmfay,cm725dgaz0008u6h4o1r9mtq7,cm725gra2015pu6o4i8los5vz
cm725grf4015su6o4eg1w9lm7,Electricity Issue in Kanpur,गर्मी के मौसम में बिजली की कटौती बहुत बढ़ गई है। कई बार तो घंटों बिजली चली जाती है।,Electricity,Utilities,Power Distribution,26,In Progress,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:53:18.928,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725g2vg00pzu6o4pkl85lei,cm725dgc70009u6h4pqcjyeb5,cm725gren015ru6o4leo8z3fi
cm725grje015uu6o4cv66tycg,Health Services Issue in Kanpur,"Kanpur mein hospitals mein treatment ki quality bilkul bekar ho gayi hai, bahut der tak wait karna padta hai.",Health Services,Healthcare,Public Health,4,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Concerned,,,UP Health Services Act 2015,2025-02-12 16:53:19.083,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725euu3001xu6o4t56rbsbj,cm725dg6o0005u6h4jkjbkawz,cm725gril015tu6o43n7u6dn4
cm725grm7015wu6o4i6f6y8lv,Roads Issue in Agra,"Agra ke main roads pe potholes hai jo kaafi dangerous hai, aur koi bhi repair ka kaam nahi ho raha hai.",Roads,Infrastructure,Road Maintenance,8,Closed,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Angry,,,UP Road Maintenance Act 2017,2025-02-12 16:53:19.183,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725g32z00q3u6o49lkygnnz,cm725dg3k0003u6h4e8f3kb9h,cm725grlt015vu6o4slwv051i
cm725grqv015yu6o4155m426x,Water Supply Issue in Moradabad,Moradabad mein paani ki supply kaafi irregular ho gayi hai. Humare ghar mein ek mahine se paani ka issue chal raha hai.,Water Supply,Utilities,Water Distribution,23,Open,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustrated,,,UP Water Supply Act 2019,2025-02-12 16:53:19.352,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725etmm000uu6o4ozfcze5n,cm725dgaz0008u6h4o1r9mtq7,cm725grpd015xu6o4hid2yr3j
cm725grub0160u6o47evijf6q,Police & Law Issue in Aligarh,"Aligarh mein police ka response kaafi slow hai. Recently kuch logon ne mujhe darpoks kiya, par police ne koi action nahi liya.",Police & Law,Law Enforcement,Crime Control,12,Closed,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Upset,,,UP Police Act 2018,2025-02-12 16:53:19.475,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725fkm600h3u6o4etvgs877,cm725dg830006u6h44jyrjmcn,cm725gru0015zu6o4i3yx3007
cm725grza0163u6o4t9ik2atx,Sanitation Issue in अलीगढ़,अलीगढ़ में कचरा संग्रहण का सिस्टम बहुत खराब है। गली-गली में कचरा पड़ा रहता है और गंदगी की बदबू आती है।,,Sanitation,Garbage Collection,22,Closed,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,घृणा,,,UP Sanitation Act 2018,2025-02-12 16:53:19.655,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725gry40161u6o4ruhms0iy,cm725dgdh000au6h4fagm9twc,cm725gryz0162u6o4rjom4cuu
cm725gs3d0166u6o40xwyaluv,Healthcare Issue in मेरठ,"मेरठ में सरकारी अस्पताल में सभी दवाइयां नहीं मिलती। मुझे बाहर से खरीदनी पड़ी, जो बहुत महंगी थी।",,Healthcare,Public Health,21,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,निराशा,,,UP Health Services Act 2015,2025-02-12 16:53:19.801,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gs1e0164u6o4tk5iehk4,cm725dg6o0005u6h4jkjbkawz,cm725gs320165u6o4ocebu7dv
cm725gs8e0169u6o4tj3nutcu,Education Issue in गाज़ियाबाद,गाज़ियाबाद के स्कूलों में शिक्षा की गुणवत्ता बहुत गिर गई है। बच्चे पढ़ाई में रुचि नहीं लेते।,,Education,School Curriculum,21,In Progress,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,चिंता,,,UP Education Act 2014,2025-02-12 16:53:19.982,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gs6i0167u6o4rf8sfl3h,cm725dg9j0007u6h4tzh2udh2,cm725gs750168u6o46yqzgsda
cm725gscy016cu6o48mivp45a,Law Enforcement Issue in मोरादाबाद,मोरादाबाद में पुलिस का प्रतिक्रिया बहुत धीमा है। अपराध बढ़ रहे हैं और लोग डर के कारण घर से बाहर नहीं निकल पा रहे हैं।,,Law Enforcement,Crime Control,23,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,डर,,,UP Police Act 2018,2025-02-12 16:53:20.146,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gsbk016au6o47mckqc2h,cm725dg830006u6h44jyrjmcn,cm725gsco016bu6o4zirxixjt
cm725gshr016fu6o49de68vk3,Utilities Issue in मथुरा,"मथुरा में पानी का दबाव बहुत कम है। सुबह-सुबह पानी आता है, लेकिन बहुत कम मात्रा में।",,Utilities,Water Distribution,12,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,गुस्सा,,,UP Water Supply Act 2019,2025-02-12 16:53:20.319,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725gsgx016du6o4k1qkun2f,cm725dgaz0008u6h4o1r9mtq7,cm725gshf016eu6o4p57rg8h8
cm725gsme016iu6o4nlfm00ny,Utilities Issue in आगरा,आगरा में लाइट जाने का समय तय नहीं है। दिन में लाइट चली जाती है और सुबह तक नहीं आती।,,Utilities,Power Distribution,11,Open,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,नाराजगी,,,UP Electricity Act 2017,2025-02-12 16:53:20.486,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725gskr016gu6o4rw541sys,cm725dgc70009u6h4pqcjyeb5,cm725gsm2016hu6o4sgwp0i1r
cm725gsqg016lu6o4xg1b5lya,Sanitation Issue in कानपुर,"कानपुर में कचरा संग्रहण बहुत अनियमित है। घर के आस-पास कचरा पड़ा रहता है, सफाई नहीं होती।",,Sanitation,Garbage Collection,6,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,घृणा,,,UP Sanitation Act 2018,2025-02-12 16:53:20.632,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725gsp0016ju6o4pd30toci,cm725dgdh000au6h4fagm9twc,cm725gsq2016ku6o4c9z305te
cm725gsv0016ou6o4bem2ovzh,Transportation Issue in लखनऊ,लखनऊ में सार्वजनिक परिवहन का सिस्टम इतना अक्षम है कि आपको बस या ऑटो के लिए लंबे समय तक इंतजार करना पड़ता है।,,Transportation,Bus Services,30,Closed,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,निराशा,,,UP Public Transport Act 2018,2025-02-12 16:53:20.796,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725gst1016mu6o40nmioee9,cm725dggi000cu6h4gbmwutvf,cm725gsto016nu6o4889m3wxm
cm725gt0q016ru6o47h16wrbw,Infrastructure Issue in बदायूं,बदायूं में सड़कें बहुत खतरनाक हैं। गाड़ी चलाना नामुमकिन हो गया है। बहुत हादसे हो रहे हैं।,,Infrastructure,Road Maintenance,10,Closed,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,गुस्सा,,,UP Road Maintenance Act 2017,2025-02-12 16:53:21.003,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725gsxu016pu6o4myc3udxk,cm725dg3k0003u6h4e8f3kb9h,cm725gt0h016qu6o4bgjavaah
cm725gt5j016uu6o4natwq3ie,Law Enforcement Issue in फिरोजाबाद,फिरोजाबाद में पुलिस गश्त बहुत कमजोर है। लोगों को डर लगता है क्योंकि अपराध बढ़ गए हैं।,,Law Enforcement,Crime Control,27,Closed,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,नाराजगी,,,UP Police Act 2018,2025-02-12 16:53:21.175,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gt4o016su6o4pn6pqhz0,cm725dg830006u6h44jyrjmcn,cm725gt57016tu6o46wx188yt
cm725gtaa016wu6o4fk8bgaxi,Utilities Issue in वाराणसी,वाराणसी में बिजली जाने के बाद बहुत समय लगता है आने में। कई बार 'लोड शेडिंग' का संदेश आता है।,,Utilities,Power Distribution,12,Open,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,नाराजगी,,,UP Electricity Act 2017,2025-02-12 16:53:21.346,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725gmz20137u6o4hvn9qf2z,cm725dgc70009u6h4pqcjyeb5,cm725gt9c016vu6o4yhfm61sq
cm725gtdo016zu6o4g8dj6n8p,Utilities Issue in अयोध्या,अयोध्या में पानी की आपूर्ति बहुत कम हो गई है। पानी के टैंकर काफी समय बाद आते हैं।,,Utilities,Water Distribution,10,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,गुस्सा,,,UP Water Supply Act 2019,2025-02-12 16:53:21.468,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725gtc4016xu6o49958kbra,cm725dgaz0008u6h4o1r9mtq7,cm725gtde016yu6o4cexa6ylt
cm725gtgw0172u6o4v1thbkss,Sanitation Issue in शाहजहांपुर,शाहजहांपुर में कचरा संग्रहण का सिस्टम बहुत अनियमित है। कचरा गली-गली में पड़ा रहता है।,,Sanitation,Garbage Collection,27,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,घृणा,,,UP Sanitation Act 2018,2025-02-12 16:53:21.585,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725gtfh0170u6o4ysvlrz21,cm725dgdh000au6h4fagm9twc,cm725gtgm0171u6o45vrwyz3e
cm725gtlx0175u6o4nspg40k9,Healthcare Issue in अलीगढ़,अलीगढ़ के अस्पताल में इमरजेंसी सेवाएं बिल्कुल नहीं हैं। जब जरूरत होती है तो कोई मदद नहीं मिलती।,,Healthcare,Public Health,26,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,चिंता,,,UP Health Services Act 2015,2025-02-12 16:53:21.765,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gtjz0173u6o4ik280rit,cm725dg6o0005u6h4jkjbkawz,cm725gtl20174u6o4gxaqjswx
cm725gtpr0178u6o4v6eiacxm,Infrastructure Issue in बरेली,"बरेली में सड़कें इतनी खतरनाक हैं, गाड़ी चलाना नामुमकिन हो गया है। बहुत हादसे हो रहे हैं।",,Infrastructure,Road Maintenance,18,Closed,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,गुस्सा,,,UP Road Maintenance Act 2017,2025-02-12 16:53:21.903,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725gtou0176u6o4xg9dcvyq,cm725dg3k0003u6h4e8f3kb9h,cm725gtpd0177u6o43he7vgoz
cm725gtvf017bu6o4g4uyemco,Healthcare Issue in कानपुर,"कानपुर में सरकारी अस्पताल में डॉक्टरों की कमी है, और लंबी कतारों के कारण इलाज में देरी होती है।",,Healthcare,Public Health,30,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,नाराजगी,,,UP Health Services Act 2015,2025-02-12 16:53:22.108,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gtt00179u6o4l0bzwn2v,cm725dg6o0005u6h4jkjbkawz,cm725gtun017au6o45kfx4jsz
cm725gtyu017eu6o4ls6w1r1q,Infrastructure Issue in लखनऊ,लखनऊ की सड़कें बहुत खराब हो गई हैं। गड्ढों से बचने के लिए गाड़ी चलाना बहुत मुश्किल हो गया है।,,Infrastructure,Road Maintenance,3,Closed,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,गुस्सा,,,UP Road Maintenance Act 2017,2025-02-12 16:53:22.23,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725gtxd017cu6o4t1mnxoak,cm725dg3k0003u6h4e8f3kb9h,cm725gtyj017du6o4l8ukq2da
cm725gu3i017hu6o4iqx7p8d7,Utilities Issue in गाज़ियाबाद,गाज़ियाबाद में पानी की आपूर्ति अक्सर कट जाती है और समय पर नहीं मिलती।,,Utilities,Water Distribution,6,Open,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,निराशा,,,UP Water Supply Act 2019,2025-02-12 16:53:22.398,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725gu0t017fu6o45s4tfeo1,cm725dgaz0008u6h4o1r9mtq7,cm725gu1z017gu6o4kg7drzpa
cm725gu81017ku6o40eqdn0ba,Utilities Issue in आगरा,"आगरा में बार-बार बिजली जाती है और कभी भी टाइम नहीं आता, परेशान हो गए हैं।",,Utilities,Power Distribution,15,In Progress,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,नाराजगी,,,UP Electricity Act 2017,2025-02-12 16:53:22.561,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725gu6h017iu6o46vn92eg5,cm725dgc70009u6h4pqcjyeb5,cm725gu70017ju6o42x3pxjts
cm725gucb017nu6o4dn8bfc6z,Transportation Issue in मेरठ,"मेरठ में पब्लिक ट्रांसपोर्ट बहुत कम है। ज्यादातर लोग निजी वाहन का इस्तेमाल करते हैं, जिससे जाम की स्थिति बनती है।",,Transportation,Bus Services,22,Closed,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,निराशा,,,UP Public Transport Act 2018,2025-02-12 16:53:22.715,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725guan017lu6o4su10y80u,cm725dggi000cu6h4gbmwutvf,cm725gubx017mu6o4q402gvyb
cm725gug5017qu6o40ryxnn30,Sanitation Issue in वाराणसी,"वाराणसी में कचरा इकट्ठा करने का कोई ठोस इंतजाम नहीं है, सड़कें कचरे से भरी रहती हैं।",,Sanitation,Garbage Collection,17,Closed,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,घृणा,,,UP Sanitation Act 2018,2025-02-12 16:53:22.853,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725gufc017ou6o40d2hx55u,cm725dgdh000au6h4fagm9twc,cm725gufu017pu6o45p9wz3cz
cm725gujz017tu6o436a1xwco,Law Enforcement Issue in अलीगढ़,अलीगढ़ में अपराध बहुत बढ़ गए हैं और पुलिस का कोई खास ध्यान नहीं है।,,Law Enforcement,Crime Control,9,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,डर,,,UP Police Act 2018,2025-02-12 16:53:22.992,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725guj6017ru6o41w56e69b,cm725dg830006u6h44jyrjmcn,cm725gujo017su6o42nlfue5a
cm725guoj017wu6o47iclhc3e,Healthcare Issue in झांसी,झांसी के सरकारी अस्पतालों में सुविधाओं की कमी है। इलाज के लिए पर्याप्त साधन नहीं मिलते।,,Healthcare,Public Health,30,Open,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,निराशा,,,UP Health Services Act 2015,2025-02-12 16:53:23.156,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gumk017uu6o4qouqjyr5,cm725dg6o0005u6h4jkjbkawz,cm725guns017vu6o4yxu6xqeh
cm725gut9017zu6o47wbddwox,Infrastructure Issue in अलीगढ़,"अलीगढ़ की सड़कों पर गड्ढे पड़े हुए हैं, जिससे वाहन चालकों को मुश्किल होती है।",,Infrastructure,Road Maintenance,9,In Progress,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,गुस्सा,,,UP Road Maintenance Act 2017,2025-02-12 16:53:23.325,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725gur7017xu6o48qv18ynr,cm725dg3k0003u6h4e8f3kb9h,cm725gusx017yu6o4lcgr27uj
cm725gux60181u6o4c8iolp1l,Transportation Issue in कानपुर,"कानपुर में बसों की कमी है, और जो आती हैं, वे भी काफी भीड़-भाड़ वाली होती हैं।",,Transportation,Bus Services,23,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,निराशा,,,UP Public Transport Act 2018,2025-02-12 16:53:23.467,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725exh1004eu6o4irurlwiz,cm725dggi000cu6h4gbmwutvf,cm725guwv0180u6o4v31jqpkl
cm725gv260184u6o4knh1v7d6,Utilities Issue in लखनऊ,लखनऊ में पानी की सप्लाई बहुत असमान रहती है। कई जगह तो दिन में पानी आता ही नहीं।,,Utilities,Water Distribution,15,Open,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,नाराजगी,,,UP Water Supply Act 2019,2025-02-12 16:53:23.647,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725gv070182u6o4u93wb1rh,cm725dgaz0008u6h4o1r9mtq7,cm725gv1b0183u6o4u211ua10
